0 1 -0.983588 1 0.909811 0.458076 0.0757255 
0.464286 1 -0.960991 0.900085 0.712562 0.171749 0.360075 
0.928572 1 -0.938393 0.802852 0.524401 -0.0905466 0.589476 
1.39286 1 -0.915796 0.709891 0.348889 -0.324556 0.765765 
1.85714 1 -0.893199 0.622815 0.189631 -0.526051 0.891124 
2.32143 1 -0.870602 0.543264 0.0502552 -0.690876 0.968166 
2.78572 1 -0.848004 0.472898 -0.0655933 -0.814986 1 
3.25 1 -0.825407 0.413392 -0.15427 -0.894485 0.99027 
3.625 1 -0.807155 0.374391 -0.203537 -0.92322 0.953931 
4 1 -0.788904 0.3445 -0.230795 -0.918737 0.896363 
4.165 1 -0.780873 0.33406 -0.236486 -0.908175 0.868669 
4.485 1 -0.765298 0.314104 -0.246793 -0.886518 0.814119 
4.805 1 -0.749724 0.294568 -0.2561 -0.863418 0.758934 
5.13834 1 -0.7335 0.274697 -0.264671 -0.837801 0.700987 
5.47167 1 -0.717276 0.255352 -0.272032 -0.810587 0.642813 
5.805 1 -0.701053 0.23657 -0.27812 -0.781777 0.584683 
6.29667 1 -0.677123 0.209924 -0.284483 -0.73537 0.497779 
6.78833 1 -0.653193 0.184732 -0.287786 -0.685952 0.413662 
7.28 1 -0.629263 0.161132 -0.287886 -0.633896 0.333926 
7.77557 1 -0.605143 0.138714 -0.285603 -0.58081 0.260551 
8.27114 1 -0.581023 0.116763 -0.282431 -0.527184 0.189009 
8.76671 1 -0.556903 0.0953147 -0.27834 -0.473163 0.119799 
9.26229 1 -0.532783 0.0744075 -0.273307 -0.418911 0.0534342 
9.75786 1 -0.508663 0.05408 -0.26731 -0.364604 -0.00956762 
10.2534 1 -0.484543 0.0343707 -0.260332 -0.31043 -0.0686869 
10.749 1 -0.460423 0.0153189 -0.25236 -0.256589 -0.123408 
11.2463 1 -0.436218 -0.00310056 -0.243348 -0.2031 -0.173392 
11.7437 1 -0.412012 -0.020779 -0.233316 -0.150371 -0.217939 
12.241 1 -0.387806 -0.0376769 -0.222259 -0.098626 -0.256567 
12.7004 1 -0.365445 -0.0525202 -0.210755 -0.0516846 -0.283361 
13.1599 1 -0.343084 -0.0666126 -0.198458 -0.00641487 -0.30396 
13.6193 1 -0.320723 -0.0799261 -0.185413 0.0369585 -0.318341 
14.0787 1 -0.298363 -0.0924334 -0.171665 0.0782111 -0.326504 
14.5381 1 -0.276002 -0.104107 -0.157263 0.11712 -0.328471 
14.9976 1 -0.253641 -0.114921 -0.142256 0.153465 -0.324287 
15.457 1 -0.23128 -0.124847 -0.126695 0.187028 -0.314019 
15.9163 1 -0.208926 -0.133761 -0.11044 0.216657 -0.294391 
16.3756 1 -0.186572 -0.141732 -0.0938189 0.242894 -0.269548 
16.8349 1 -0.164218 -0.148745 -0.07691 0.265617 -0.23999 
17.2941 1 -0.141864 -0.154785 -0.059792 0.284712 -0.206233 
17.7534 1 -0.11951 -0.159838 -0.0425446 0.300071 -0.168812 
18.2127 1 -0.0971564 -0.16389 -0.0252477 0.311594 -0.128273 
18.672 1 -0.0748025 -0.166928 -0.00798186 0.319187 -0.0851766 
19.1313 1 -0.0524486 -0.168817 0.00915497 0.321388 -0.0396031 
19.5906 1 -0.0300947 -0.169676 0.0260347 0.319593 0.00635184 
20.0499 1 -0.00774075 -0.169506 0.0425753 0.313872 0.0520118 
20.5091 1 0.0146132 -0.168311 0.0586949 0.304302 0.096701 
20.9684 1 0.0369671 -0.166093 0.074312 0.290969 0.139747 
21.4277 1 0.059321 -0.162855 0.0893459 0.273968 0.180485 
21.887 1 0.0816749 -0.158601 0.103716 0.253399 0.218259 
22.3463 1 0.104029 -0.153224 0.117133 0.228391 0.249615 
22.8056 1 0.126383 -0.146861 0.129698 0.200341 0.276268 
23.2649 1 0.148737 -0.13953 0.141352 0.16948 0.297859 
23.7241 1 0.171091 -0.131248 0.152039 0.136043 0.314051 
24.1834 1 0.193445 -0.122036 0.161705 0.10027 0.324528 
24.6427 1 0.215798 -0.111912 0.170294 0.0624053 0.328995 
25.102 1 0.238152 -0.100896 0.177757 0.0226953 0.327178 
25.5614 1 0.260513 -0.0889406 0.183712 -0.0185478 0.315245 
26.0209 1 0.282874 -0.0761598 0.188447 -0.0607825 0.297108 
26.4803 1 0.305235 -0.0625821 0.19195 -0.10375 0.272946 
26.9397 1 0.327596 -0.048237 0.194207 -0.147192 0.242957 
27.3992 1 0.349957 -0.0331536 0.195208 -0.190852 0.207358 
27.8586 1 0.372318 -0.0173618 0.194945 -0.234478 0.166387 
28.318 1 0.394679 -0.000891298 0.193411 -0.27782 0.120294 
28.8063 1 0.418442 0.0173091 0.19002 -0.321839 0.0651885 
29.2945 1 0.442206 0.0361772 0.185239 -0.364705 0.00635066 
29.7828 1 0.465969 0.0556771 0.179109 -0.406288 -0.0557134 
30.271 1 0.489733 0.0757729 0.171675 -0.44647 -0.120495 
30.7215 1 0.511659 0.0948128 0.1637 -0.482209 -0.182238 
31.172 1 0.533586 0.114302 0.154692 -0.516587 -0.245469 
31.6225 1 0.555512 0.134213 0.144692 -0.54954 -0.309803 
