0 1 -1 1 0.837031 0.695803 0.810437 
0.464286 1 -0.988574 0.961033 0.731668 0.546214 0.487972 
0.928572 1 -0.977148 0.922288 0.628821 0.402947 0.188114 
1.39286 1 -0.965722 0.883943 0.529825 0.26849 -0.083363 
1.85714 1 -0.954295 0.846181 0.436038 0.145363 -0.320661 
2.32143 1 -0.942869 0.809185 0.348836 0.0361053 -0.518005 
2.78572 1 -0.931443 0.773145 0.26961 -0.0567357 -0.669674 
3.25 1 -0.920017 0.738252 0.19976 -0.130611 -0.770034 
3.5275 1 -0.913188 0.71802 0.163063 -0.164638 -0.803048 
3.805 1 -0.906358 0.69831 0.130528 -0.190439 -0.814643 
4 1 -0.901559 0.684734 0.109763 -0.20456 -0.812942 
4.165 1 -0.897499 0.673258 0.0922848 -0.216325 -0.811024 
4.485 1 -0.889623 0.651032 0.0586423 -0.238629 -0.805944 
4.805 1 -0.881748 0.628851 0.0253592 -0.260234 -0.799101 
5.29824 1 -0.86961 0.594746 -0.0251742 -0.291919 -0.784127 
5.79147 1 -0.857471 0.560779 -0.074676 -0.321709 -0.764859 
6.28471 1 -0.845332 0.526972 -0.123051 -0.349502 -0.741345 
6.77794 1 -0.833194 0.493344 -0.170206 -0.375204 -0.713668 
7.27118 1 -0.821055 0.459917 -0.216046 -0.398728 -0.681943 
7.76441 1 -0.808917 0.426712 -0.260481 -0.419997 -0.646319 
8.25765 1 -0.796778 0.393753 -0.303423 -0.438942 -0.606975 
8.75088 1 -0.784639 0.36106 -0.344783 -0.455504 -0.564119 
9.24412 1 -0.772501 0.328658 -0.38448 -0.469632 -0.517986 
9.73735 1 -0.760362 0.296571 -0.422433 -0.481288 -0.468836 
10.2306 1 -0.748224 0.264821 -0.458567 -0.490444 -0.416954 
10.7238 1 -0.736085 0.233433 -0.492808 -0.497081 -0.362643 
11.2171 1 -0.723946 0.202432 -0.525091 -0.501192 -0.306229 
11.7103 1 -0.711808 0.171842 -0.555353 -0.502784 -0.248051 
12.2035 1 -0.699669 0.141688 -0.583536 -0.50187 -0.188462 
12.6968 1 -0.687531 0.111996 -0.60959 -0.498478 -0.127829 
13.19 1 -0.675392 0.0827906 -0.633469 -0.492648 -0.0665231 
13.6821 1 -0.663282 0.0541635 -0.655085 -0.484449 -0.0050687 
14.1742 1 -0.651172 0.0260714 -0.674463 -0.473933 0.0562976 
14.6662 1 -0.639061 -0.00146035 -0.691577 -0.461169 0.117196 
15.1583 1 -0.626951 -0.0284063 -0.706407 -0.446239 0.17725 
15.6504 1 -0.614841 -0.0547411 -0.718939 -0.429236 0.236087 
16.1425 1 -0.602731 -0.0804395 -0.729169 -0.410261 0.293343 
16.6346 1 -0.59062 -0.105476 -0.737096 -0.389426 0.348666 
17.1267 1 -0.57851 -0.129826 -0.742729 -0.366851 0.401715 
17.6187 1 -0.5664 -0.153463 -0.746083 -0.342665 0.452165 
18.1108 1 -0.55429 -0.176364 -0.747181 -0.317005 0.499709 
18.6029 1 -0.542179 -0.198502 -0.746054 -0.290018 0.544062 
19.095 1 -0.530069 -0.219855 -0.742738 -0.261853 0.58496 
19.5871 1 -0.517959 -0.240396 -0.737278 -0.232671 0.622162 
20.0792 1 -0.505849 -0.260103 -0.729727 -0.202635 0.655455 
20.5712 1 -0.493738 -0.278952 -0.720144 -0.171915 0.684653 
21.0633 1 -0.481628 -0.296918 -0.708596 -0.140685 0.7096 
21.5554 1 -0.469518 -0.313978 -0.695155 -0.109121 0.73017 
22.0475 1 -0.457408 -0.330111 -0.679904 -0.0774058 0.746268 
22.5396 1 -0.445297 -0.345292 -0.662929 -0.0457215 0.757834 
23.0317 1 -0.433187 -0.3595 -0.644325 -0.0142532 0.764838 
23.5237 1 -0.421077 -0.372713 -0.624191 0.0168134 0.767286 
24.0158 1 -0.408967 -0.38491 -0.602636 0.0472923 0.765217 
24.5079 1 -0.396856 -0.39607 -0.579772 0.0769977 0.758706 
25 1 -0.384746 -0.406171 -0.555718 0.105745 0.747861 
25.4444 1 -0.373808 -0.414368 -0.533074 0.130734 0.734457 
25.8889 1 -0.362871 -0.421671 -0.509657 0.15466 0.71776 
26.3333 1 -0.351933 -0.428066 -0.485566 0.177391 0.697919 
26.7778 1 -0.340995 -0.433539 -0.460903 0.1988 0.675105 
27.2222 1 -0.330057 -0.438075 -0.435775 0.218759 0.649509 
27.6667 1 -0.319119 -0.441663 -0.410289 0.237147 0.621342 
28.1111 1 -0.308181 -0.444288 -0.384557 0.253844 0.590836 
28.5555 1 -0.297244 -0.445938 -0.358694 0.268734 0.558239 
29 1 -0.286306 -0.446601 -0.332816 0.281704 0.523817 
29.165 1 -0.282245 -0.446593 -0.323229 0.286009 0.51063 
29.485 1 -0.27437 -0.446183 -0.304694 0.293529 0.484465 
29.805 1 -0.266494 -0.445248 -0.286282 0.299941 0.457675 
30.1383 1 -0.258291 -0.443712 -0.267284 0.305402 0.429234 
30.4717 1 -0.250088 -0.441598 -0.248523 0.309582 0.400385 
30.805 1 -0.241884 -0.438901 -0.230053 0.312442 0.371272 
31.2967 1 -0.229784 -0.433838 -0.203407 0.314009 0.327811 
31.7883 1 -0.217684 -0.427487 -0.177711 0.312554 0.28476 
32.28 1 -0.205584 -0.419838 -0.153156 0.308015 0.242717 
32.7756 1 -0.193388 -0.411285 -0.129634 0.301345 0.202571 
33.2711 1 -0.181192 -0.402399 -0.106492 0.293855 0.162962 
33.7667 1 -0.168996 -0.393181 -0.0837798 0.285539 0.124059 
34.2623 1 -0.1568 -0.383626 -0.0615493 0.276392 0.0860357 
34.7578 1 -0.144604 -0.373735 -0.0398521 0.266414 0.049067 
35.2534 1 -0.132408 -0.363505 -0.01874 0.255607 0.0133302 
35.749 1 -0.120212 -0.352935 0.00173482 0.243975 -0.0209968 
36.2463 1 -0.107972 -0.341986 0.0215894 0.231483 -0.0538496 
36.7436 1 -0.0957329 -0.330692 0.040697 0.218181 -0.0849247 
37.241 1 -0.0834934 -0.319054 0.0590052 0.204083 -0.114045 
37.7004 1 -0.0721868 -0.307971 0.0751066 0.190056 -0.138599 
38.1598 1 -0.0608802 -0.296599 0.0904196 0.17546 -0.161067 
38.6193 1 -0.0495736 -0.284939 0.104908 0.160345 -0.181354 
39.0787 1 -0.0382669 -0.272994 0.118536 0.144765 -0.19937 
39.5381 1 -0.0269603 -0.260768 0.131268 0.128774 -0.215025 
39.9976 1 -0.0156537 -0.248263 0.143069 0.112427 -0.228237 
40.457 1 -0.00434708 -0.235483 0.153905 0.0957799 -0.238925 
40.9163 1 0.00695602 -0.222416 0.16362 0.0787669 -0.246203 
41.3756 1 0.0182591 -0.209084 0.172299 0.0616426 -0.250833 
41.8348 1 0.0295622 -0.195493 0.179921 0.0444817 -0.252827 
42.2941 1 0.0408653 -0.181648 0.186468 0.0273596 -0.252206 
42.7534 1 0.0521684 -0.167555 0.191918 0.0103522 -0.248991 
43.2127 1 0.0634715 -0.15322 0.196254 -0.00646458 -0.243212 
43.672 1 0.0747746 -0.138647 0.199458 -0.0230148 -0.2349 
44.1313 1 0.0860777 -0.123832 0.201364 -0.0391573 -0.22336 
44.5906 1 0.0973808 -0.108797 0.202115 -0.0548305 -0.20951 
45.0498 1 0.108684 -0.093546 0.201711 -0.069963 -0.193474 
45.5091 1 0.119987 -0.0780877 0.200152 -0.0844837 -0.175381 
45.9684 1 0.13129 -0.062429 0.197438 -0.0983225 -0.155364 
46.4277 1 0.142593 -0.0465768 0.193573 -0.11141 -0.133557 
46.887 1 0.153896 -0.0305385 0.188557 -0.123677 -0.1101 
47.3463 1 0.165199 -0.0143201 0.182262 -0.134834 -0.0848546 
47.8056 1 0.176503 0.00206697 0.174848 -0.145019 -0.0584393 
48.2648 1 0.187806 0.0186153 0.166333 -0.154186 -0.031036 
48.7241 1 0.199109 0.0353175 0.156739 -0.162293 -0.00282777 
49.1834 1 0.210412 0.0521659 0.146084 -0.169299 0.0260017 
49.6427 1 0.221715 0.0691532 0.134391 -0.175162 0.0552686 
50.102 1 0.233018 0.0862719 0.121681 -0.179845 0.0847894 
50.5614 1 0.244325 0.103511 0.107893 -0.18301 0.114017 
51.0208 1 0.255631 0.120865 0.0931613 -0.184937 0.142969 
51.4803 1 0.266938 0.138327 0.0775191 -0.185624 0.171494 
51.9397 1 0.278245 0.15589 0.0609989 -0.185069 0.199443 
52.3991 1 0.289551 0.173548 0.0436337 -0.183272 0.226671 
52.8586 1 0.300858 0.191295 0.0254569 -0.180233 0.253036 
53.318 1 0.312164 0.209123 0.00650206 -0.175957 0.2784 
53.8062 1 0.32418 0.228133 -0.0144452 -0.169765 0.303052 
54.2945 1 0.336196 0.247219 -0.0361585 -0.162243 0.326195 
54.7827 1 0.348212 0.266377 -0.0585966 -0.153436 0.347792 
55.271 1 0.360228 0.285601 -0.0817188 -0.143392 0.367816 
55.7215 1 0.371315 0.303393 -0.103625 -0.133069 0.384877 
56.172 1 0.382402 0.321234 -0.126047 -0.121773 0.400571 
56.6225 1 0.393489 0.33912 -0.148953 -0.109547 0.414894 
57.073 1 0.404576 0.357047 -0.172313 -0.0964309 0.427847 
57.5235 1 0.415662 0.375012 -0.196097 -0.0824682 0.439439 
57.974 1 0.426749 0.393012 -0.220273 -0.0677023 0.449687 
58.4617 1 0.438751 0.412622 -0.247812 -0.049061 0.456752 
58.9493 1 0.450752 0.432373 -0.276963 -0.0270571 0.45793 
59.437 1 0.462754 0.452249 -0.307585 -0.00191634 0.453393 
59.7703 1 0.470957 0.465891 -0.329238 0.0169513 0.446773 
60.1037 1 0.479161 0.479582 -0.351469 0.0370947 0.43768 
60.437 1 0.487364 0.493316 -0.374241 0.0584415 0.426223 
60.7025 1 0.493898 0.504435 -0.394474 0.0799074 0.408966 
60.968 1 0.500432 0.515716 -0.416679 0.105782 0.38296 
61.077 1 0.503115 0.520352 -0.425889 0.11669 0.371463 
61.242 1 0.507175 0.527377 -0.439914 0.133401 0.353625 
61.5753 1 0.515379 0.541767 -0.47062 0.172361 0.307619 
61.9087 1 0.523582 0.55636 -0.503849 0.217063 0.24985 
62.242 1 0.531785 0.571139 -0.539382 0.267055 0.181113 
62.695 1 0.542934 0.591486 -0.590985 0.342662 0.0715533 
63.148 1 0.554082 0.612097 -0.645921 0.426079 -0.0547637 
63.601 1 0.565231 0.632925 -0.703667 0.516189 -0.195807 
64.054 1 0.576379 0.653928 -0.763711 0.611889 -0.349545 
64.507 1 0.587528 0.675064 -0.82555 0.712093 -0.513957 
64.96 1 0.598676 0.69629 -0.88869 0.815733 -0.68704 
65.413 1 0.609824 0.717567 -0.952652 0.921762 -0.866822 
65.755 1 0.618241 0.733545 -1 1 -1 
