-0.00234429742164288,0,0,0,0
-0.00234429742164288,1.62037028626657e-07,1.16854384033637e-08,1.62037028626656e-07,1.16854384033636e-08
-0.00234429742164288,6.53893328157002e-07,4.72258335681255e-08,6.53893328157001e-07,4.72258335681259e-08
-0.00234429742164288,1.49334132276042e-06,1.08119849479694e-07,1.49334132276041e-06,1.08119849479695e-07
-0.00234429742164288,2.71188716617283e-06,1.97028353162843e-07,2.71188716617282e-06,1.97028353162839e-07
-0.00234429742164288,4.35796403421887e-06,3.18050745376892e-07,4.35796403421896e-06,3.18050745376895e-07
-0.00234429742164288,6.5022485659342e-06,4.77185238822998e-07,6.50224856593405e-06,4.77185238822993e-07
-0.00234429742164288,9.24627160775822e-06,6.83074742847092e-07,9.24627160775882e-06,6.83074742847129e-07
-0.00234429742164288,1.27364755841299e-05,9.48225191143967e-07,1.27364755841298e-05,9.48225191143977e-07
-0.00234429742164288,1.71877996981573e-05,1.29105060413414e-06,1.71877996981578e-05,1.29105060413418e-06
-0.00234429742164288,2.2924925830738e-05,1.73945092695879e-06,2.29249258307388e-05,1.73945092695885e-06
-0.00234429742164288,3.04584789244008e-05,2.33742400480637e-06,3.04584789244022e-05,2.33742400480641e-06
-0.00234429742164288,4.06360955231995e-05,3.15817685448295e-06,4.06360955231957e-05,3.15817685448283e-06
-0.00234429742164288,5.49706293476151e-05,4.33261494652736e-06,5.49706293476147e-05,4.33261494652743e-06
-0.00234429742164288,7.6446221029398e-05,6.11931818119589e-06,7.64462210293991e-05,6.11931818119602e-06
-0.00234429742164288,0.000111873136287875,9.10897968744558e-06,0.000111873136287881,9.10897968744586e-06
-0.00234429742164288,0.00018089340382321,1.50062815167824e-05,0.000180893403823216,1.5006281516783e-05
-0.00234429742164288,0.000372910487248388,3.15729344079665e-05,0.000372910487247986,3.15729344079323e-05
-0.00234429742164288,0.00306905135355462,0.00026569036308393,0.00306905135355184,0.000265690363083672
-0.00234429742164288,0.000550822257011348,4.88536471596834e-05,0.000550822257010693,4.8853647159628e-05
-0.00234429742164288,0.000277528916162377,2.52705344488374e-05,0.000277528916162349,2.52705344488362e-05
-0.00234429742164288,0.000193244823110357,1.81049665012072e-05,0.000193244823110363,1.8104966501208e-05
-0.00234429742164288,0.000152193556027939,1.47058113361423e-05,0.000152193556027925,1.47058113361414e-05
-0.00234429742164288,0.000127797167567561,1.27669998935667e-05,0.000127797167567554,1.27669998935664e-05
-0.00234429742164288,0.000111530019052402,1.15491449293138e-05,0.000111530019052389,1.15491449293132e-05
-0.00234429742164288,9.98147439508728e-05,1.07419291092285e-05,9.98147439508781e-05,1.07419291092287e-05
-0.00234429742164288,9.08842695890106e-05,1.01912963625184e-05,9.0884269589015e-05,1.01912963625179e-05
-0.00234429742164288,8.37620734447453e-05,9.81012167342681e-06,8.37620734447452e-05,9.81012167342672e-06
-0.00234429742164288,7.78609745249512e-05,9.54180180018587e-06,7.78609745249495e-05,9.54180180018599e-06
-0.00234429742164288,7.28025862218513e-05,9.34134805489579e-06,7.28025862218489e-05,9.34134805489531e-06
-0.00234429742164288,6.83271845576434e-05,9.16047285998588e-06,6.83271845576466e-05,9.16047285998571e-06
-0.00234429742164288,6.42442596242529e-05,8.92618521207852e-06,6.42442596242533e-05,8.926185212076e-06
-0.00234429742164288,6.04016138086514e-05,8.49079703191342e-06,6.04016138086518e-05,8.49079703190953e-06
-0.00234429742164288,5.66585101932663e-05,7.47025998419551e-06,5.66585101932664e-05,7.47025998419698e-06
-0.00234429742164288,5.28321011753114e-05,4.53177434196416e-06,5.28321011753095e-05,4.53177434196902e-06
-0.00234429742164288,4.85255999182529e-05,8.44938855170088e-06,4.85255999182511e-05,8.44938855172012e-06
-0.00234429742164288,4.54762532142061e-05,2.61558761006676e-05,4.54762532141963e-05,2.61558761006683e-05
-0.00234429742164288,4.15627160444006e-05,2.38468643712352e-05,4.1562716044396e-05,2.38468643712723e-05
-0.00234429742164288,3.68523982561032e-05,2.35900394833726e-05,3.68523982561031e-05,2.35900394833468e-05
-0.00234429742164288,3.14445455810614e-05,2.48810581500069e-05,3.14445455810727e-05,2.4881058150004e-05
-0.00234429742164288,2.51265312356061e-05,2.73647303407631e-05,2.51265312356031e-05,2.73647303407621e-05
-0.00234429742164288,1.78594579751161e-05,3.11651467689672e-05,1.78594579751244e-05,3.11651467689825e-05
-0.00234429742164288,1.19298441590988e-05,3.67634069530601e-05,1.19298441590702e-05,3.67634069530782e-05
-0.00234429742164288,1.87699919997039e-05,4.51454497526156e-05,1.87699919996968e-05,4.51454497526364e-05
-0.00234429742164288,4.11549088696139e-05,5.82477438035946e-05,4.11549088696364e-05,5.82477438035716e-05
-0.00234429742164288,8.11460079766822e-05,7.97870865557424e-05,8.11460079765913e-05,7.97870865556751e-05
-0.00234429742164288,0.000149590175414219,0.00011410626749609,0.000149590175414223,0.000114106267496067
-0.00234429742164288,0.000225803379259398,0.00014312146003743,0.000225803379259268,0.000143121460037326
-0.00234429742164288,0.000224510742734049,0.000123878547738023,0.000224510742733984,0.000123878547738052
-0.00234429742164288,0.000186736483883845,9.27980092426031e-05,0.000186736483883728,9.27980092425279e-05
-0.00234429742164288,0.000157367822977909,7.23111063196293e-05,0.000157367822977851,7.23111063196001e-05
-0.00234429742164288,0.00013764153587915,5.97414218957072e-05,0.000137641535879164,5.97414218957034e-05
-0.00234429742164288,0.000123982883639237,5.17489078256611e-05,0.000123982883639219,5.17489078256423e-05
-0.00234429742164288,0.00011403898491459,4.64876613451494e-05,0.000114038984914594,4.64876613451571e-05
-0.00234429742164288,0.000106458521524117,4.29721622309378e-05,0.00010645852152412,4.29721622309131e-05
-0.00234429742164288,0.000100448529350851,4.06537904309286e-05,0.000100448529350842,4.06537904309442e-05
-0.00234429742164288,9.55214372495779e-05,3.92138981175176e-05,9.55214372495811e-05,3.92138981175141e-05
-0.00234429742164288,9.13625186742084e-05,3.84629316130996e-05,9.1362518674207e-05,3.84629316131021e-05
-0.00234429742164288,8.77589763152545e-05,3.82892983738014e-05,8.77589763152574e-05,3.82892983737987e-05
-0.00234429742164288,8.45603330829979e-05,3.86326120437705e-05,8.45603330829971e-05,3.8632612043777e-05
-0.00234429742164288,8.16552195362495e-05,3.94697615529146e-05,8.16552195362539e-05,3.94697615529061e-05
