0.000919762685981282,254.334929969982,0,0,0,0,0,0,0,0,0
0.000919762685981282,254.334929969982,20,2.18546689864257e-08,5.26306292539099e-09,1.57606807796505e-09,1.85627437983808e-09,2.18546689864253e-08,5.26306292539071e-09,1.57606807796498e-09,1.85627437983769e-09
0.000919762685981282,254.334929969982,40,8.81935589687335e-08,2.12139547813588e-08,6.36956237094097e-09,7.50168336213039e-09,8.81935589687331e-08,2.12139547813584e-08,6.36956237094077e-09,7.50168336212958e-09
0.000919762685981282,254.334929969982,60,2.01413717403299e-07,4.83524007152126e-08,1.45826144879833e-08,1.71731958522542e-08,2.01413717403298e-07,4.8352400715212e-08,1.45826144879835e-08,1.71731958522554e-08
0.000919762685981282,254.334929969982,80,3.65764522143878e-07,8.75626004295147e-08,2.65741076333596e-08,3.12910878678066e-08,3.65764522143874e-07,8.75626004295142e-08,2.6574107633358e-08,3.129108786781e-08
0.000919762685981282,254.334929969982,100,5.87778375287581e-07,1.40200103645813e-07,4.28969465807301e-08,5.05018313545019e-08,5.87778375287581e-07,1.40200103645809e-07,4.28969465807302e-08,5.05018313544907e-08
0.000919762685981282,254.334929969982,120,8.76987755702218e-07,2.08236341440292e-07,6.43601374826089e-08,7.57494816283937e-08,8.76987755702205e-07,2.08236341440296e-07,6.43601374826076e-08,7.57494816284164e-08
0.000919762685981282,254.334929969982,140,1.24708658915076e-06,2.94492523172e-07,9.2129388723282e-08,1.08391266053438e-07,1.24708658915076e-06,2.94492523172001e-07,9.2129388723286e-08,1.08391266053439e-07
0.000919762685981282,254.334929969982,160,1.71782622962186e-06,4.03021165432473e-07,1.27891432302111e-07,1.5038622667512e-07,1.71782622962185e-06,4.03021165432462e-07,1.2789143230212e-07,1.50386226675121e-07
0.000919762685981282,254.334929969982,180,2.31819650231725e-06,5.39745721695835e-07,1.74129850671887e-07,2.04611617691869e-07,2.31819650231753e-06,5.39745721695849e-07,1.74129850671895e-07,2.04611617691875e-07
0.000919762685981282,254.334929969982,200,3.09198872514209e-06,7.13578425705382e-07,2.34607635976865e-07,2.75416047925857e-07,3.0919887251423e-06,7.13578425705425e-07,2.34607635976883e-07,2.7541604792587e-07
0.000919762685981282,254.334929969982,220,4.10807320008645e-06,9.38484358342131e-07,3.15258977154336e-07,3.69641099451005e-07,4.10807320008648e-06,9.38484358342144e-07,3.15258977154342e-07,3.69641099451036e-07
0.000919762685981282,254.334929969982,240,5.48077451238935e-06,1.23757182642467e-06,4.25957636598869e-07,4.98646208958091e-07,5.48077451238942e-06,1.2375718264247e-06,4.25957636598872e-07,4.9864620895813e-07
0.000919762685981282,254.334929969982,260,7.41413810503539e-06,1.65197638599886e-06,5.84359428857215e-07,6.82706997815366e-07,7.41413810503469e-06,1.65197638599874e-06,5.84359428857212e-07,6.82706997815382e-07
0.000919762685981282,254.334929969982,280,1.03106485599042e-05,2.26267570743654e-06,8.25340197892581e-07,9.61816046830493e-07,1.03106485599041e-05,2.26267570743648e-06,8.25340197892588e-07,9.6181604683045e-07
0.000919762685981282,254.334929969982,300,1.50888373032215e-05,3.25421124140524e-06,1.22856940515664e-06,1.42723349146679e-06,1.50888373032202e-05,3.25421124140508e-06,1.22856940515665e-06,1.42723349146699e-06
0.000919762685981282,254.334929969982,320,2.43979138342041e-05,5.15835843780754e-06,2.02396525069597e-06,2.34214262537911e-06,2.43979138342089e-05,5.15835843780857e-06,2.02396525069623e-06,2.34214262537957e-06
